DIMENSION_TYPE,DIMENSION_NAME,id,author,version,params,size_gb,date,downloads,likes,tags
Task,text-generation,dnaymont15/Qwen3-Coder-30B-A3B-Instruct-Q4_K_M-GGUF,dnaymont15,15.0,30B,0.0,2025-12-17,0,0,"['transformers', 'gguf', 'llama-cpp', 'gguf-my-repo', 'text-generation', 'base_model:Qwen/Qwen3-Code"
Task,text-generation,SkyAsl/Qwen3-olympiad-math-thinking-2507,SkyAsl,3.0,Unknown,0.0,2025-12-17,0,0,"['peft', 'safetensors', 'lora', 'sft', 'transformers', 'trl', 'unsloth', 'text-generation', 'convers"
Task,text-generation,dashb0ardtech/master-cotizador-v3,dashb0ardtech,3.0,Unknown,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'conversational', 'arxiv:1910.09700', 't"
Task,text-generation,eshiryae/MiniCPM4-0.5B,eshiryae,4.0,0.5B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'text-generation', 'conversational', 'custom_code', 'zh', 'en', 'lic"
Task,text-generation,Abigail45/Llama-Smol-DeepSWE-Preview-NanBeige-Claude,Abigail45,45.0,Unknown,0.0,2025-12-17,0,0,"['diffusers', 'merge', 'text-generation', 'en', 'fr', 'es', 'it', 'zh', 'ar', 'ru', 'pt', 'dataset:E"
Task,text-generation,vineetdaniels/nyxmed-icd-cpt-v2-merged,vineetdaniels,2.0,Unknown,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'gemma2', 'text-generation', 'trl', 'sft', 'conversational', 'arxiv:"
Task,text-generation,Xamxl/veggie_color_model_v1,Xamxl,1.0,Unknown,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'llama', 'text-generation', 'facebook', 'meta', 'pytorch', 'llama-3'"
Task,text-generation,syko818121/tinybot-Syko-V2.5-0.2B,syko818121,2.5,0.2B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'gpt2', 'text-generation', 'arxiv:1910.09700', 'text-generation-infe"
Task,text-generation,syko818121/tinybot-Syko-V2.4-0.2B,syko818121,2.4,0.2B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'gpt2', 'text-generation', 'arxiv:1910.09700', 'license:apache-2.0',"
Task,text-classification,dgawghbuidw/finbert-japan-hybrid-final,dgawghbuidw,0.0,Unknown,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'bert', 'text-classification', 'generated_from_trainer', 'base_model"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2025_eng_joy-fold9,arthurbittencourt,9.0,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2025_eng_joy-fold8,arthurbittencourt,8.0,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2025_eng_joy-fold7,arthurbittencourt,7.0,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2025_eng_joy-fold6,arthurbittencourt,6.0,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2025_eng_joy-fold5,arthurbittencourt,5.0,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2025_eng_joy-fold4,arthurbittencourt,4.0,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2025_eng_joy-fold3,arthurbittencourt,3.1,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2025_eng_joy-fold2,arthurbittencourt,3.1,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2025_eng_joy-fold1,arthurbittencourt,3.1,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2025_eng_joy-fold0,arthurbittencourt,3.1,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2025_eng_anger-fold9,arthurbittencourt,9.0,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2025_eng_anger-fold8,arthurbittencourt,8.0,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2025_eng_anger-fold7,arthurbittencourt,7.0,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2025_eng_anger-fold6,arthurbittencourt,6.0,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2025_eng_anger-fold5,arthurbittencourt,5.0,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2025_eng_anger-fold4,arthurbittencourt,4.0,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2025_eng_anger-fold3,arthurbittencourt,3.1,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2025_eng_anger-fold2,arthurbittencourt,3.1,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2025_eng_anger-fold1,arthurbittencourt,3.1,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2025_eng_anger-fold0,arthurbittencourt,3.1,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2024-fold9,arthurbittencourt,9.0,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2024-fold8,arthurbittencourt,8.0,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2024-fold7,arthurbittencourt,7.0,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2024-fold6,arthurbittencourt,6.0,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2024-fold5,arthurbittencourt,5.0,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2024-fold4,arthurbittencourt,4.0,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,llm87/BERTnoadapter,llm87,0.0,Unknown,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'bert', 'text-classification', 'arxiv:1910.09700', 'endpoints_compat"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2024-fold3,arthurbittencourt,3.1,8B,0.0,2025-12-18,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,selsar/cv_age_family_status,selsar,0.0,Unknown,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'deberta-v2', 'text-classification', 'arxiv:1910.09700', 'endpoints_"
Task,text-classification,dataparasite/classify-ecomm,dataparasite,0.0,Unknown,0.0,2025-12-17,0,0,"['pytorch', 'text-classification', 'transformer', 'e-commerce', 'dataset:custom', 'license:apache-2."
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2024-fold2,arthurbittencourt,3.1,8B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2024-fold1,arthurbittencourt,3.1,8B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2024-fold0,arthurbittencourt,3.1,8B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2015-fold9,arthurbittencourt,9.0,8B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2015-fold8,arthurbittencourt,8.0,8B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2015-fold7,arthurbittencourt,7.0,8B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2015-fold6,arthurbittencourt,6.0,8B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2015-fold5,arthurbittencourt,5.0,8B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2015-fold4,arthurbittencourt,4.0,8B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2015-fold3,arthurbittencourt,3.1,8B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2015-fold2,arthurbittencourt,3.1,8B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2015-fold1,arthurbittencourt,3.1,8B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,arthurbittencourt/december-llm_paraphrase-Llama3.1-8B-Instruct-xlm-roberta-semeval2015-fold0,arthurbittencourt,3.1,8B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,thirtyninetythree/deberta-prompt-injection-1,thirtyninetythree,1.0,Unknown,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'deberta-v2', 'text-classification', 'arxiv:1910.09700', 'endpoints_"
Task,text-classification,Uzairjatoi110/emojibert-sentiment-analysis,Uzairjatoi110,0.0,Unknown,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'bert', 'text-classification', 'arxiv:1910.09700', 'endpoints_compat"
Task,text-classification,TaiseiMuto/line-distilbert-wrime-sentiment,TaiseiMuto,0.0,Unknown,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'distilbert', 'text-classification', 'arxiv:1910.09700', 'endpoints_"
Task,text-classification,Abelex/afro-xlmr-large-afanoromo-news,Abelex,0.0,Unknown,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'xlm-roberta', 'text-classification', 'arxiv:1910.09700', 'endpoints"
Task,text-classification,aiimmeennn/emojibert-model,aiimmeennn,0.0,Unknown,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'bert', 'text-classification', 'arxiv:1910.09700', 'endpoints_compat"
Task,text-classification,vincentoh/cot-deception-classifier-v4,vincentoh,4.0,Unknown,0.0,2025-12-17,0,0,"['peft', 'safetensors', 'alignment', 'chain-of-thought', 'deception-detection', 'alignment-faking', "
Task,token-classification,BoB14TeamSentinel/sentinel-qwen3-4b-kr-sensitive-guard-v3,BoB14TeamSentinel,3.0,4B,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'qwen3', 'text-generation', 'sentinel-solution', 'dlp', 'guardrails'"
Task,token-classification,IlyesAb/bert-finetuned-ner,IlyesAb,0.0,Unknown,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'bert', 'token-classification', 'generated_from_trainer', 'base_mode"
Task,token-classification,liaad/Citilink_BERTimbau-large_metadata,liaad,0.0,Unknown,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'bert', 'token-classification', 'metadata-extraction', 'named-entity"
Task,token-classification,liaad/Citilink_DeBERTa-CRF_VotiE,liaad,0.0,Unknown,0.0,2025-12-17,0,0,"['safetensors', 'deberta-v2', 'token-classification', 'portuguese', 'deberta', 'crf', 'voting-inform"
Task,token-classification,herlambangharyoputro/indonesian-skill-extractor-v1,herlambangharyoputro,1.0,Unknown,0.0,2025-12-17,0,0,"['custom', 'indonesian', 'skill-extraction', 'ner', 'job-market', 'nlp', 'rule-based', 'skills-taxon"
Task,token-classification,tcktbar13122/roco_42,tcktbar13122,42.0,Unknown,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'roberta', 'token-classification', 'arxiv:1910.09700', 'endpoints_co"
Task,token-classification,skv03/ner-span-glirel,skv03,3.0,Unknown,0.0,2025-12-17,0,0,"['glirel', 'pytorch', 'relation-extraction', 'zero-shot', 'multi-domain', 'named-entity-recognition'"
Task,token-classification,tcktbar13122/coco_42,tcktbar13122,42.0,Unknown,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'roberta', 'token-classification', 'arxiv:1910.09700', 'endpoints_co"
Task,token-classification,susuahi/bert-finetuned-ner,susuahi,0.0,Unknown,0.0,2025-12-17,0,0,"['transformers', 'tensorboard', 'safetensors', 'bert', 'token-classification', 'generated_from_train"
Task,token-classification,kotoba-speech/mmbert-base-zh-punctuation-320000,kotoba-speech,0.0,Unknown,0.0,2025-12-17,0,0,"['transformers', 'safetensors', 'modernbert', 'token-classification', 'punctuation', 'chinese', 'zh'"
Task,token-classification,qnguy3n/vabert-eyebert,qnguy3n,3.0,Unknown,0.0,2025-12-16,0,0,"['transformers', 'pytorch', 'bert', 'token-classification', 'ner', 'medical', 'ophthalmology', 'visu"
Task,token-classification,thethinkmachine/ProteinSST-esm2_650m,thethinkmachine,2.0,650M,0.0,2025-12-16,0,0,"['pytorch', 'protein', 'secondary-structure-prediction', 'bioinformatics', 'proteinsst', 'sequence-l"
Task,token-classification,vjerioviohve/bert-finetuned-ner,vjerioviohve,0.0,Unknown,0.0,2025-12-16,0,0,"['transformers', 'safetensors', 'bert', 'token-classification', 'generated_from_trainer', 'base_mode"
Task,token-classification,tcktbar13122/grco_42,tcktbar13122,42.0,Unknown,0.0,2025-12-16,0,0,"['transformers', 'safetensors', 'roberta', 'token-classification', 'arxiv:1910.09700', 'endpoints_co"
Task,token-classification,gmanzone/cleaned_dataset_v2_08,gmanzone,2.0,Unknown,0.0,2025-12-16,0,0,"['transformers', 'safetensors', 'bert', 'token-classification', 'generated_from_trainer', 'base_mode"
Task,token-classification,Dipeshdb/new_ner_model,Dipeshdb,0.0,Unknown,0.0,2025-12-16,0,0,"['transformers', 'safetensors', 'bert', 'token-classification', 'arxiv:1910.09700', 'endpoints_compa"
Task,token-classification,zeltera/SMITH,zeltera,0.0,Unknown,0.0,2025-12-16,0,1,"['transformers', 'safetensors', 'qwen2', 'text-generation', 'pytorch', 'custom-model', 'token-classi"
Task,token-classification,arman1o1/distilbert-base-uncased-finetuned-ner,arman1o1,1.0,Unknown,0.0,2025-12-16,0,0,"['transformers', 'safetensors', 'distilbert', 'token-classification', 'generated_from_trainer', 'dat"
Task,token-classification,hyun-hyun/xlm-roberta-base-finetuned-panx-de,hyun-hyun,0.0,Unknown,0.0,2025-12-16,0,0,"['transformers', 'tensorboard', 'safetensors', 'xlm-roberta', 'token-classification', 'generated_fro"
Task,token-classification,evelinamorim/bert-lusa-eventype-classifier,evelinamorim,0.0,Unknown,0.0,2025-12-15,10,0,"['safetensors', 'bert', 'token-classification', 'event-extraction', 'named-entity-recognition', 'en'"
Task,token-classification,CoderKnight03/BERT-doc-NER-Max,CoderKnight03,3.0,Unknown,0.0,2025-12-15,11,0,"['transformers', 'safetensors', 'bert', 'token-classification', 'arxiv:1910.09700', 'endpoints_compa"
Task,token-classification,CoderKnight03/BERT-doc-NER,CoderKnight03,3.0,Unknown,0.0,2025-12-15,27,0,"['transformers', 'safetensors', 'bert', 'token-classification', 'arxiv:1910.09700', 'endpoints_compa"
Task,token-classification,tensor-polinomics/bert-finetuned-ner-accelerate,tensor-polinomics,0.0,Unknown,0.0,2025-12-15,16,0,"['transformers', 'safetensors', 'bert', 'token-classification', 'arxiv:1910.09700', 'endpoints_compa"
Task,token-classification,Muhsabrys/AMWAL_ArFinNER,Muhsabrys,0.0,Unknown,0.0,2025-12-14,0,0,"['spacy', 'arabic', 'named-entity-recognition', 'ner', 'finance', 'financial-ner', 'information-extr"
Task,token-classification,QomSSLab/Verdict_Splitter,QomSSLab,0.0,Unknown,0.0,2025-12-14,24,0,"['transformers', 'tensorboard', 'safetensors', 'xlm-roberta', 'token-classification', 'fa', 'endpoin"
Task,token-classification,fhenrivx/KIDBERT,fhenrivx,0.0,Unknown,0.0,2025-12-14,0,1,"['adapter-transformers', 'agent', 'token-classification', 'aa', 'dataset:TeichAI/kimi-k2-thinking-10"
Task,token-classification,firedfrog23/xlm-roberta-base-finetuned-panx-all,firedfrog23,23.0,Unknown,0.0,2025-12-14,15,0,"['transformers', 'safetensors', 'xlm-roberta', 'token-classification', 'generated_from_trainer', 'ba"
Task,token-classification,firedfrog23/xlm-roberta-base-finetuned-panx-en,firedfrog23,23.0,Unknown,0.0,2025-12-14,15,0,"['transformers', 'safetensors', 'xlm-roberta', 'token-classification', 'generated_from_trainer', 'ba"
Task,token-classification,firedfrog23/xlm-roberta-base-finetuned-panx-it,firedfrog23,23.0,Unknown,0.0,2025-12-14,16,0,"['transformers', 'safetensors', 'xlm-roberta', 'token-classification', 'generated_from_trainer', 'ba"
Task,token-classification,firedfrog23/xlm-roberta-base-finetuned-panx-fr,firedfrog23,23.0,Unknown,0.0,2025-12-14,14,0,"['transformers', 'safetensors', 'xlm-roberta', 'token-classification', 'generated_from_trainer', 'ba"
Task,token-classification,firedfrog23/xlm-roberta-base-finetuned-panx-de-fr,firedfrog23,23.0,Unknown,0.0,2025-12-14,12,0,"['transformers', 'safetensors', 'xlm-roberta', 'token-classification', 'generated_from_trainer', 'ba"
Task,token-classification,firedfrog23/xlm-roberta-base-finetuned-panx-de,firedfrog23,23.0,Unknown,0.0,2025-12-14,17,0,"['transformers', 'tensorboard', 'safetensors', 'xlm-roberta', 'token-classification', 'generated_fro"
Task,token-classification,tensor-polinomics/bert-finetuned-ner,tensor-polinomics,0.0,Unknown,0.0,2025-12-14,20,0,"['transformers', 'tensorboard', 'safetensors', 'bert', 'token-classification', 'generated_from_train"
Task,token-classification,Aduarte98/bert-finetuned-ner,Aduarte98,0.0,Unknown,0.0,2025-12-14,29,0,"['transformers', 'tensorboard', 'safetensors', 'bert', 'token-classification', 'generated_from_train"
Task,token-classification,Emalper/hindi-nepali-token-classification,Emalper,0.0,Unknown,0.0,2025-12-13,64,0,"['transformers', 'tensorboard', 'safetensors', 'bert', 'token-classification', 'generated_from_train"
Task,token-classification,syssec-utd/py314-pylingual-v1-segmenter,syssec-utd,1.0,Unknown,0.0,2025-12-13,8,0,"['transformers', 'tensorboard', 'safetensors', 'roberta', 'token-classification', 'generated_from_tr"
Task,token-classification,flowupdown/transdoc_wnut_model,flowupdown,0.0,Unknown,0.0,2025-12-13,20,0,"['transformers', 'tensorboard', 'safetensors', 'distilbert', 'token-classification', 'generated_from"
Task,token-classification,DedalusHealthCare/tinybert-ner-demo-en,DedalusHealthCare,0.0,Unknown,0.0,2025-12-12,47,0,"['transformers', 'safetensors', 'bert', 'token-classification', 'ner', 'named-entity-recognition', '"
Task,token-classification,harshpatel080503/bert-finetuned-ner,harshpatel080503,0.0,Unknown,0.0,2025-12-12,21,0,"['transformers', 'tensorboard', 'safetensors', 'bert', 'token-classification', 'generated_from_train"
Task,token-classification,abreza/persian-ezafe-albert,abreza,0.0,Unknown,0.0,2025-12-12,43,1,"['onnx', 'safetensors', 'albert', 'token-classification', 'ezafe', 'nlp', 'piper-tts', 'text-to-spee"
Task,token-classification,anantv07/NER_Model,anantv07,7.0,Unknown,0.0,2025-12-12,20,0,"['transformers', 'safetensors', 'bert', 'token-classification', 'arxiv:1910.09700', 'endpoints_compa"
Task,token-classification,Darebal/vacancies_ner,Darebal,0.0,Unknown,0.0,2025-12-11,32,0,"['safetensors', 'bert', 'token-classification', 'license:mit', 'region:us']"
Task,token-classification,Liawati/Liawati,Liawati,0.0,Unknown,0.0,2025-12-11,0,0,"['adapter-transformers', 'chemistry', 'token-classification', 'id', 'ab', 'dataset:Anthropic/Anthrop"
Task,token-classification,pNoctopus/bert-finetuned-ner,pNoctopus,0.0,Unknown,0.0,2025-12-11,10,0,"['transformers', 'safetensors', 'bert', 'token-classification', 'generated_from_trainer', 'base_mode"
Task,token-classification,Wahyuz/Wahyuz,Wahyuz,0.0,Unknown,0.0,2025-12-11,0,0,"['adapter-transformers', 'finance', 'token-classification', 'ab', 'id', 'dataset:nvidia/PhysicalAI-A"
Task,token-classification,pauln0812/my_ner_model,pauln0812,0.0,Unknown,0.0,2025-12-11,31,0,"['transformers', 'safetensors', 'distilbert', 'token-classification', 'generated_from_trainer', 'bas"
Task,token-classification,lujin/search-ner-lora-model,lujin,0.0,Unknown,0.0,2025-12-11,109,0,"['transformers', 'safetensors', 'bert', 'token-classification', 'ner', 'chinese', 'base_model:uer/ro"
Task,token-classification,felipec23/bert-base-uncased-finetuned-ner,felipec23,23.0,Unknown,0.0,2025-12-11,16,0,"['transformers', 'safetensors', 'bert', 'token-classification', 'arxiv:1910.09700', 'endpoints_compa"
Task,token-classification,saiteja33/DAMASHA-RMC,saiteja33,33.0,Unknown,0.0,2025-12-11,0,0,"['token-classification', 'en', 'dataset:saiteja33/DAMASHA', 'base_model:FacebookAI/roberta-base', 'b"
Task,token-classification,rootfs/tool-call-verifier,rootfs,0.0,Unknown,0.0,2025-12-10,36,0,"['transformers', 'safetensors', 'modernbert', 'token-classification', 'security', 'jailbreak-detecti"
Task,question-answering,KangarooLove/my_awesome_qa_model,KangarooLove,0.0,Unknown,0.0,2025-12-18,0,0,"['transformers', 'tensorboard', 'safetensors', 'distilbert', 'question-answering', 'generated_from_t"
Task,question-answering,axmeeabdhullo/axya-mini,axmeeabdhullo,0.0,Unknown,0.0,2025-12-17,0,0,"['adapter-transformers', 'safetensors', 'question-answering', 'dv', 'dataset:axmeeabdhullo/axya-tech"
Task,question-answering,Z-Jafari/xlm-roberta-base-finetuned-DS_Q_N_C_QA-score_aug_gt_0.75,Z-Jafari,0.75,Unknown,0.0,2025-12-17,0,0,"['transformers', 'tensorboard', 'safetensors', 'xlm-roberta', 'question-answering', 'generated_from_"
Task,question-answering,Z-Jafari/bert-base-multilingual-cased-finetuned-DS_Q_N_C_QA-score_aug_gt_0.75,Z-Jafari,0.75,Unknown,0.0,2025-12-17,0,0,"['transformers', 'tensorboard', 'safetensors', 'bert', 'question-answering', 'generated_from_trainer"
Task,question-answering,Z-Jafari/roberta-fa-zwnj-base-finetuned-DS_Q_N_C_QA-score_aug_gt_0.75,Z-Jafari,0.75,Unknown,0.0,2025-12-17,0,0,"['transformers', 'tensorboard', 'safetensors', 'roberta', 'question-answering', 'generated_from_trai"
